BldLink,BldName,BldAddress,BldSize,BldType,BldBuilt,BldFurnish,BldBedRoomCount,BldToiletCount,BldRentFee,BldRentFeePeriod,timestamp
https://www.propertyguru.com.sg/listing/24182554/for-rent-people-s-park-complex,People's Park Complex,1 Park Road,120 sqft,Apartment,1973,Fully Furnished,NA,NA,"1,200 ",/mo,"10/06/2022, 09:31:44"
https://www.propertyguru.com.sg/listing/hdb-for-rent-34-upper-cross-street-24181540,34 Upper Cross Street,34 Upper Cross Street,700 sqft,HDB Flat,1974,Fully Furnished,3 ,1 ,"3,600 ",/mo,"10/06/2022, 09:31:44"
https://www.propertyguru.com.sg/listing/24182660/for-rent-v-on-shenton,V on Shenton,5A Shenton Way,1765 sqft,Condominium,2017,Fully Furnished,3 ,3 ,"18,000 ",/mo,"10/06/2022, 09:31:44"
https://www.propertyguru.com.sg/listing/21656170/for-rent-one-shenton,One Shenton,1 Shenton Way,1582 sqft,Condominium,2011,Fully Furnished,3 ,3 ,"11,500 ",/mo,"10/06/2022, 09:31:44"
https://www.propertyguru.com.sg/listing/23024723/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,2094 sqft,Apartment,2014,Partially Furnished,4 ,4 ,"19,000 ",/mo,"10/06/2022, 09:31:44"
https://www.propertyguru.com.sg/listing/24169584/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,753 sqft,Condominium,2017,Partially Furnished,1 ,1 ,"6,800 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/20945640/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,1313 sqft,Apartment,2008,Partially Furnished,3 ,2 ,"8,000 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/24155061/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/24182323/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,678 sqft,Apartment,2017,Fully Furnished,1 ,1 ,"6,750 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/24106920/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,2047 sqft,Condominium,2014,Fully Furnished,4 ,4 ,"18,500 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/16553503/for-rent-the-clift,The Clift,21 McCallum Street,527 sqft,Apartment,2011,Fully Furnished,1 ,1 ,"4,500 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/23598785/for-rent-v-on-shenton,V on Shenton,5 Shenton Way,500 sqft,Condominium,2017,Fully Furnished,Studio,NO,"4,650 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/24166348/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,1948 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/23537013/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/23399180/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,614 sqft,Apartment,2008,Fully Furnished,1 ,1 ,"5,000 ",/mo,"10/06/2022, 09:31:50"
https://www.propertyguru.com.sg/listing/23243698/for-rent-robinson-suites,Robinson Suites,50 Robinson Road,936 sqft,Condominium,2016,Fully Furnished,2 ,1 ,"6,000 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/23697544/for-rent-v-on-shenton,V on Shenton,5A Shenton Way,441 sqft,Condominium,2017,Fully Furnished,Studio,NO,"3,980 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/21942884/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,752 sqft,Apartment,2017,Fully Furnished,1 ,1 ,"5,300 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/23954709/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,300 sqft,Apartment,2008,Fully Furnished,Studio,NO,"4,000 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/23536311/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/24167205/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/24181712/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/18719335/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/23002076/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,689 sqft,Apartment,2008,Partially Furnished,1 ,1 ,"6,000 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/24165264/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:31:51"
https://www.propertyguru.com.sg/listing/20679041/for-rent-the-clift,The Clift,21 McCallum Street,527 sqft,Apartment,2011,Fully Furnished,1 ,1 ,"4,800 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/23517800/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,657 sqft,Apartment,2008,Fully Furnished,2 ,1 ,"5,500 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24156165/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,1 ,"7,888 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/23532523/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24081857/for-rent-v-on-shenton,V on Shenton,5 Shenton Way,883 sqft,Condominium,2017,Partially Furnished,2 ,2 ,"7,300 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/23417607/for-rent-circular-road-studio,circular road studio,35 circular road,550 sqft,Shophouse,NA,Fully Furnished,Studio,NO,"3,500 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24181351/for-rent-emerald-garden,Emerald Garden,33 Club Street,150 sqft,Condominium,1998,Fully Furnished,NA,NA,"1,600 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24181357/for-rent-emerald-garden,Emerald Garden,33 Club Street,200 sqft,Condominium,1998,Fully Furnished,NA,NA,"2,100 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/23530185/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,657 sqft,Apartment,2008,Fully Furnished,1 ,1 ,"6,000 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/23096441/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,721 sqft,Condominium,2010,Partially Furnished,1 ,1 ,"7,200 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24137740/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1970 sqft,Condominium,2010,Partially Furnished,3 ,3 ,"25,000 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24180810/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,1625 sqft,Apartment,2014,NA,3 ,3 ,"12,000 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/20182505/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,3976 sqft,Condominium,2010,Partially Furnished,5 ,4 ,"57,000 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/18289306/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,861 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"6,500 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/20686176/for-rent-one-shenton,One Shenton,1 Shenton Way,1188 sqft,Condominium,2011,Partially Furnished,2 ,2 ,"7,000 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24171975/for-rent-v-on-shenton,V on Shenton,5 Shenton Way,1033 sqft,Condominium,2017,Fully Furnished,2 ,2 ,"7,200 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24166034/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Fully Furnished,4 ,2 ,"13,800 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24166252/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,799 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/21909952/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,1119 sqft,Apartment,2017,Partially Furnished,2 ,2 ,"8,000 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/24005690/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,861 sqft,Apartment,2008,Partially Furnished,2 ,2 ,"7,000 ",/mo,"10/06/2022, 09:31:56"
https://www.propertyguru.com.sg/listing/19184829/for-rent-one-shenton,One Shenton,1 Shenton Way,581 sqft,Condominium,2011,Partially Furnished,1 ,1 ,"4,500 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24179040/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,764 sqft,Condominium,2017,Partially Furnished,1 ,1 ,"5,800 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24180388/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,2056 sqft,Apartment,2014,Partially Furnished,4 ,3 ,"19,000 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/21496390/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,1625 sqft,Apartment,2014,Partially Furnished,3 ,3 ,"11,000 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/23447217/for-rent-emerald-garden,Emerald Garden,33 Club Street,1345 sqft,Unfurnished,1998,NA,3 ,3 ,"6,000 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24061810/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1980 sqft,Condominium,2010,Partially Furnished,3 ,3 ,"25,000 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/21215087/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,689 sqft,Apartment,2008,NA,1 ,1 ,"4,500 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24106413/for-rent-emerald-garden,Emerald Garden,33 Club Street,150 sqft,Condominium,1998,Partially Furnished,NA,NA,"2,600 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24167588/for-rent-4-1-bedroom-cbd,4 +1 bedroom CBD,,2200 sqft,Apartment,NA,Partially Furnished,4 ,4 ,"14,000 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24180397/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,NA,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/21446521/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Apartment,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24092461/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,1593 sqft,Condominium,2017,NA,3 ,3 ,"14,888 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24112644/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,753 sqft,Condominium,2010,Fully Furnished,1 ,1 ,"6,200 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24179987/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,731 sqft,Condominium,2010,Fully Furnished,1 ,1 ,"7,000 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24137335/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2000 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24124536/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,1949 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24168097/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/20565553/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,710 sqft,Condominium,2010,Fully Furnished,1 ,1 ,"5,800 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24179649/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/24155372/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,2216 sqft,Condominium,2017,Fully Furnished,4 ,5 ,"27,000 ",/mo,"10/06/2022, 09:32:01"
https://www.propertyguru.com.sg/listing/21339422/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,1119 sqft,Condominium,2017,Fully Furnished,2 ,2 ,"8,500 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/19782238/for-rent-robinson-suites,Robinson Suites,50 Robinson Road,614 sqft,Condominium,2016,Fully Furnished,2 ,1 ,"4,300 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24179405/for-rent-marina-one-residences,Marina One Residences,23 Marina Way,743 sqft,Condominium,2017,Partially Furnished,1 ,1 ,"5,400 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/20371193/for-rent-marina-bay-suites,Marina Bay Suites,3 Central Boulevard,1603 sqft,Apartment,2014,Partially Furnished,3 ,NA,"11,000 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24100664/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1227 sqft,Condominium,2010,Partially Furnished,2 ,2 ,"9,200 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/23704180/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,1119 sqft,Condominium,2017,Partially Furnished,2 ,2 ,"8,000 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24116264/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24179016/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,764 sqft,Condominium,2017,Partially Furnished,1 ,1 ,"5,500 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24165395/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,1948 sqft,Condominium,2008,NA,3 ,2 ,"13,800 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24153236/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/19261806/for-rent-the-clift,The Clift,21 McCallum Street,527 sqft,Apartment,2011,Fully Furnished,1 ,1 ,"4,700 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/23962537/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1959 sqft,Condominium,2010,Partially Furnished,3 ,3 ,"25,000 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24135198/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,1949 sqft,Condominium,2008,Partially Furnished,4 ,2 ,"13,800 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/18748124/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Apartment,2008,Partially Furnished,4 ,4 ,"15,800 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24104917/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,1528 sqft,Condominium,2017,Partially Furnished,3 ,2 ,"11,500 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24179071/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,1120 sqft,Condominium,2017,Fully Furnished,2 ,2 ,"8,300 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24179067/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/23537698/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,798 ",/mo,"10/06/2022, 09:32:07"
https://www.propertyguru.com.sg/listing/24178459/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:08"
https://www.propertyguru.com.sg/listing/24137861/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:08"
https://www.propertyguru.com.sg/listing/24172924/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,2379 sqft,Condominium,2010,Partially Furnished,4 ,3 ,"24,000 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/23543965/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,450 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24145125/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,893 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"6,900 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24157491/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,1066 sqft,Condominium,2010,Fully Furnished,2 ,2 ,"8,400 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24116561/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,5 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/23058734/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,1141 sqft,Condominium,2017,Partially Furnished,2 ,2 ,"8,000 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24140220/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24140054/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"15,800 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24162752/for-rent-emerald-garden,Emerald Garden,33 Club Street,50 sqft,Condominium,1998,Fully Furnished,NA,NA,"1,400 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24146326/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,1948 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"15,800 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/21411183/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,861 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"8,000 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24178016/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Fully Furnished,4 ,1 ,"13,800 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24165312/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,4 ,"13,800 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/21791620/for-rent-one-shenton,One Shenton,1 Shenton Way,1141 sqft,Condominium,2011,Partially Furnished,2 ,2 ,"6,500 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24138085/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,4 Marina Boulevard,2200 sqft,Apartment,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24013604/for-rent-one-shenton,One Shenton,1 Shenton Way,581 sqft,Condominium,2011,NA,1 ,1 ,"4,200 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/23573680/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,150 sqft,Apartment,2008,Fully Furnished,NA,NA,"3,200 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/23214884/for-rent-v-on-shenton,V on Shenton,5A Shenton Way,947 sqft,Condominium,2017,Partially Furnished,2 ,2 ,"5,800 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24177592/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,884 sqft,Condominium,2008,Partially Furnished,2 ,2 ,"7,500 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24170242/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,657 sqft,Condominium,2008,Partially Furnished,1 ,1 ,"5,400 ",/mo,"10/06/2022, 09:32:13"
https://www.propertyguru.com.sg/listing/24177389/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,2 ,"13,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/24175995/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/24163391/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Condominium,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/24051804/for-rent-people-s-park-complex,People's Park Complex,1 Park Road,3745 sqft,Unfurnished,1973,NA,6 ,3 ,"10,000 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/24175401/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,2 ,"13,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/24164320/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2200 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/23619782/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,936 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/hdb-for-rent-335b-smith-street-24177119,335B Smith Street,335B Smith Street,915 sqft,HDB Flat,1983,Fully Furnished,NA,NA,"1,500 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/23902556/for-rent-people-s-park-complex,People's Park Complex,1 Park Road,100 sqft,Apartment,1973,Fully Furnished,NA,NA,"1,200 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/24169297/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,2020 sqft,Condominium,2008,Partially Furnished,4 ,3 ,"13,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/23546917/for-rent-v-on-shenton,V on Shenton,5 Shenton Way,1033 sqft,Condominium,2017,Fully Furnished,2 ,2 ,"6,900 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/hdb-for-rent-4-sago-lane-24177121,4 Sago Lane,4 Sago Lane,150 sqft,HDB Flat,1973,Fully Furnished,NA,NA,"1,200 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/20565601/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard,935 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,800 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/20571311/for-rent-the-sail-marina-bay,The Sail @ Marina Bay,6 Marina Boulevard,861 sqft,Apartment,2008,Fully Furnished,2 ,2 ,"7,000 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/21791807/for-rent-marina-bay-residences,Marina Bay Residences,18 Marina Boulevard,3973 sqft,Condominium,2010,Partially Furnished,5 ,5 ,"60,000 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/21791857/for-rent-one-shenton,One Shenton,1 Shenton Way,9138 sqft,Condominium,2011,Fully Furnished,5 ,5 ,"80,000 ",/mo,"10/06/2022, 09:32:18"
https://www.propertyguru.com.sg/listing/23118467/for-rent-marina-one-residences,Marina One Residences,21 Marina Way,689 sqft,Condominium,2017,Partially Furnished,1 ,1 ,"5,000 ",/mo,"10/06/2022, 09:32:18"
